customer_age,customer_tenure_months,payment_amount,previous_payment_success_rate,previous_failed_payments,days_since_last_payment,payment_method,failure_reason,subscription_age_months,customer_lifetime_value,previous_recovery_count,recovered
41,42,1789.5,0.9,1,18,card,bank_error,34,5312.7,1,1
46,49,863.67,0.73,1,57,netbanking,card_declined,36,2316.7,0,0
66,59,1371.17,0.91,2,9,wallet,insufficient_funds,20,12425.58,0,1
63,29,1284.37,0.71,1,64,card,insufficient_funds,46,5130.51,2,0
48,50,255.08,0.95,1,79,upi,insufficient_funds,5,27490.17,1,0
52,20,1468.96,0.55,2,23,card,insufficient_funds,10,4089.79,0,0
50,16,399.91,0.77,3,59,netbanking,insufficient_funds,32,5125.27,1,0
69,17,421.82,0.7,4,67,card,insufficient_funds,40,3340.21,1,0
38,16,1417.32,0.95,1,73,card,card_declined,40,1418.45,0,0
49,19,1596.57,0.65,1,22,card,expired_card,28,4661.81,1,0
40,56,2549.2,0.91,1,50,upi,bank_error,29,2669.89,0,1
50,56,511.55,0.74,0,23,card,insufficient_funds,22,11278.87,0,1
20,8,652.69,0.83,1,84,upi,network_error,9,4420.91,1,0
35,38,1517.86,0.93,0,52,upi,network_error,2,2800.13,0,0
42,38,2583.74,1.0,3,7,card,card_declined,13,1352.55,0,1
59,53,1254.54,0.84,3,17,upi,expired_card,35,8685.06,1,1
48,29,593.12,0.59,2,3,card,insufficient_funds,27,2976.79,2,0
20,41,3147.9,0.58,3,7,netbanking,card_declined,30,6946.86,1,0
57,36,912.64,0.59,1,77,card,card_declined,29,7147.13,2,0
63,26,932.77,0.46,2,41,netbanking,insufficient_funds,35,9019.67,2,0
41,31,401.38,0.43,2,23,upi,card_declined,37,2052.71,3,1
67,44,1820.49,0.75,0,37,upi,insufficient_funds,26,8936.21,0,0
49,12,1991.86,0.89,3,68,card,card_declined,4,3577.82,2,1
64,55,669.09,0.42,5,73,card,insufficient_funds,35,6335.28,0,0
39,17,3736.28,0.74,1,70,upi,insufficient_funds,10,4303.12,0,0
40,15,727.06,0.62,1,64,card,card_declined,20,13166.06,1,0
19,9,1698.8,0.94,3,18,card,network_error,10,6579.01,1,0
44,39,1282.48,0.49,3,35,card,insufficient_funds,30,5815.73,1,0
59,42,265.63,0.74,2,23,card,bank_error,11,45937.16,3,1
19,48,1604.76,0.98,2,84,card,insufficient_funds,16,19496.28,1,1
43,12,1507.02,0.61,0,7,wallet,insufficient_funds,7,3329.03,2,0
34,32,318.47,0.85,2,61,upi,insufficient_funds,23,3197.2,1,1
57,25,3189.86,0.93,1,76,netbanking,network_error,40,4204.52,0,1
50,39,1511.31,0.51,1,49,card,network_error,1,5315.42,0,0
26,18,2611.24,1.0,0,57,card,bank_error,45,1796.28,1,0
60,15,329.88,0.89,0,68,upi,insufficient_funds,7,10542.31,2,0
65,32,822.79,0.48,2,12,netbanking,card_declined,41,3163.47,0,0
56,6,2505.95,0.59,1,15,upi,bank_error,4,15348.56,0,1
46,58,365.84,0.77,1,2,upi,expired_card,2,8967.93,0,1
59,44,839.85,0.93,0,47,card,insufficient_funds,17,2372.2,1,1
43,43,1457.61,0.52,1,75,wallet,bank_error,40,4420.09,0,0
52,52,291.14,0.84,2,56,upi,network_error,9,1347.25,1,1
67,35,434.86,0.56,0,14,card,insufficient_funds,11,6871.33,2,0
42,34,2885.52,0.88,3,27,card,insufficient_funds,44,2208.24,5,0
41,38,1143.51,0.81,2,4,card,card_declined,19,5146.01,1,1
30,56,2499.11,0.71,3,38,card,expired_card,14,3321.77,1,0
24,54,1245.72,0.79,2,84,upi,insufficient_funds,15,14576.01,0,0
53,57,6118.84,0.93,1,2,card,insufficient_funds,47,4548.87,1,0
62,5,1490.87,0.63,1,4,card,insufficient_funds,8,26405.8,1,0
37,18,2667.36,0.86,1,24,upi,bank_error,33,791.92,0,1
18,16,923.1,0.5,2,9,upi,insufficient_funds,2,2940.58,1,0
25,8,1270.94,0.82,2,19,upi,network_error,2,33627.62,0,1
63,25,1718.68,0.85,1,62,upi,expired_card,20,3664.54,1,0
33,32,1930.37,0.67,3,72,card,expired_card,23,8846.46,0,0
31,26,1067.11,0.88,1,41,upi,network_error,18,2307.35,0,0
29,52,1098.74,0.73,2,77,wallet,network_error,30,33192.97,0,0
68,22,1558.29,0.96,0,72,upi,card_declined,21,3884.73,1,0
40,31,1557.57,0.47,1,78,card,card_declined,36,1807.87,0,0
32,43,535.1,0.48,2,50,upi,insufficient_funds,3,4530.18,1,0
45,10,1283.66,0.91,1,74,card,card_declined,17,1909.88,0,0
51,56,1372.71,0.91,0,84,card,insufficient_funds,24,1769.97,2,0
19,57,553.67,0.68,4,65,upi,card_declined,38,1285.89,0,0
49,12,2067.61,0.98,3,76,card,expired_card,4,2434.39,1,0
40,53,1463.99,0.81,1,84,netbanking,card_declined,9,7711.94,0,1
39,28,5605.23,0.99,2,76,card,card_declined,33,16968.16,0,0
68,6,1076.84,0.72,1,12,upi,bank_error,34,10005.69,0,1
42,59,2429.1,0.52,2,39,card,network_error,45,7797.89,0,1
39,20,1599.41,0.67,1,29,upi,insufficient_funds,32,4740.89,2,0
39,5,4209.11,0.99,3,58,card,card_declined,8,5076.25,1,1
66,23,556.14,0.62,2,67,card,card_declined,15,2097.79,0,0
69,9,775.32,0.97,2,71,netbanking,insufficient_funds,31,6729.1,2,1
59,58,569.64,0.88,3,87,netbanking,network_error,5,3421.84,1,0
23,59,1038.42,0.67,0,77,netbanking,card_declined,42,5504.96,1,0
32,29,499.04,0.73,0,75,card,expired_card,42,6054.52,2,1
60,16,376.81,0.76,1,25,upi,network_error,29,6923.41,1,0
54,54,246.31,0.8,2,84,netbanking,insufficient_funds,14,4800.42,1,0
50,46,235.51,0.45,1,49,card,card_declined,13,9535.26,0,0
25,22,1736.23,0.96,0,63,upi,insufficient_funds,26,2444.01,0,0
61,8,797.27,0.76,4,27,card,insufficient_funds,20,1849.47,1,0
61,59,462.37,0.96,2,70,card,bank_error,31,1528.53,1,1
22,20,691.35,0.78,1,70,netbanking,card_declined,36,6126.19,2,0
56,51,757.84,0.66,2,58,card,network_error,27,6035.33,0,1
21,14,558.23,0.74,3,9,card,bank_error,37,4565.1,0,0
23,39,3374.1,0.9,1,85,card,card_declined,33,6655.93,0,0
62,37,2956.56,0.6,1,82,upi,insufficient_funds,29,15101.65,1,0
49,50,3334.05,0.97,0,1,card,expired_card,27,924.59,2,1
69,34,1243.19,0.68,1,76,card,card_declined,4,3338.38,0,0
47,11,1334.52,0.97,3,65,upi,network_error,11,2632.02,2,1
64,54,694.48,0.93,3,24,upi,bank_error,25,2424.58,0,0
52,40,606.1,0.86,0,19,card,card_declined,5,8552.71,0,0
57,33,1113.44,0.68,3,14,wallet,card_declined,2,4836.66,2,0
69,31,1731.34,0.75,2,14,upi,expired_card,40,3624.68,0,1
33,59,2532.69,0.9,3,80,upi,insufficient_funds,13,9438.71,0,0
30,54,748.3,0.73,1,88,upi,bank_error,27,22395.03,2,1
67,44,456.27,0.84,1,32,card,bank_error,39,6942.12,0,0
59,34,1833.15,0.87,2,6,upi,network_error,17,2801.56,0,0
47,50,307.14,0.71,2,23,netbanking,insufficient_funds,31,3707.96,0,0
36,7,1066.94,0.72,1,19,card,card_declined,11,10626.77,0,1
34,58,1167.38,0.52,4,89,netbanking,card_declined,9,3381.15,0,0
36,49,841.22,0.55,1,89,card,insufficient_funds,11,5667.28,2,0
45,54,371.79,0.94,2,2,upi,insufficient_funds,7,4795.83,0,0
43,23,849.01,0.9,2,74,card,insufficient_funds,37,16894.87,2,0
54,46,3462.62,0.41,3,41,upi,network_error,6,2734.95,0,0
43,56,1659.39,0.92,2,53,upi,network_error,30,1576.72,0,1
40,7,2473.03,0.42,0,27,card,bank_error,29,3178.76,1,0
26,54,467.76,0.67,3,8,upi,insufficient_funds,31,3510.95,0,1
29,25,1311.59,0.44,1,43,upi,insufficient_funds,23,3527.21,0,0
18,3,1166.59,0.98,2,33,upi,insufficient_funds,13,3018.3,1,0
18,59,1182.51,0.98,3,43,upi,bank_error,37,5807.44,2,1
64,38,1618.24,0.77,3,83,card,card_declined,12,2028.29,0,0
51,20,1215.76,0.64,4,30,upi,bank_error,45,20926.09,2,1
49,34,476.93,0.71,1,34,upi,bank_error,18,3995.06,1,0
65,49,1684.59,0.86,2,78,wallet,insufficient_funds,12,3791.25,3,0
42,44,1975.58,0.53,4,20,card,insufficient_funds,3,5833.07,1,0
57,44,2761.79,0.67,4,87,card,card_declined,36,4226.92,0,0
62,30,2848.53,0.84,2,62,upi,insufficient_funds,17,3786.74,1,0
18,17,1530.73,0.64,0,79,upi,card_declined,10,12879.08,1,0
33,59,492.76,0.42,1,2,wallet,card_declined,13,6525.11,0,0
56,10,375.94,0.7,1,88,card,expired_card,23,5160.28,0,0
22,35,935.46,0.84,1,88,upi,insufficient_funds,30,2489.15,0,1
39,20,2087.31,0.99,3,80,card,insufficient_funds,28,4512.72,0,0
46,18,1995.25,0.42,2,68,upi,network_error,23,1457.0,2,0
20,45,1328.49,0.72,2,79,upi,insufficient_funds,5,7875.18,0,0
29,44,1068.92,0.67,2,83,netbanking,card_declined,30,11920.01,1,0
43,27,4157.27,0.55,2,19,netbanking,insufficient_funds,9,9115.11,1,0
33,59,1638.97,0.78,0,35,upi,insufficient_funds,34,3344.26,0,1
68,59,1031.64,0.5,0,20,upi,expired_card,26,1215.82,1,1
54,49,697.98,0.57,2,41,upi,expired_card,17,4005.15,1,0
39,36,541.3,0.87,1,29,upi,insufficient_funds,34,12161.26,3,1
46,23,505.25,0.68,1,15,netbanking,card_declined,4,6544.89,0,1
31,32,541.34,1.0,1,84,card,insufficient_funds,14,4954.76,0,1
45,10,1334.97,0.63,2,32,card,insufficient_funds,2,7770.72,0,0
22,11,1082.85,0.68,1,13,upi,network_error,6,3747.91,2,1
64,38,872.93,0.58,1,7,upi,card_declined,9,4674.78,0,1
66,6,1836.35,0.54,0,54,upi,insufficient_funds,24,8538.78,1,0
47,59,3891.0,0.95,1,16,card,insufficient_funds,14,2945.41,0,1
63,41,616.25,0.85,2,10,card,network_error,13,3378.24,1,1
69,47,684.03,0.6,0,56,wallet,insufficient_funds,11,12362.62,1,0
22,34,232.31,0.82,1,66,card,bank_error,40,2833.32,0,1
29,36,1076.61,0.98,0,38,card,insufficient_funds,25,1387.72,1,1
33,37,1002.91,0.44,0,53,card,insufficient_funds,30,1749.54,1,0
43,17,2048.68,0.56,0,82,wallet,bank_error,24,6282.67,1,0
43,40,1031.98,0.52,3,34,card,network_error,34,12026.04,1,1
65,40,726.56,0.92,2,85,upi,insufficient_funds,23,28205.11,0,0
38,54,1254.99,0.51,4,85,upi,card_declined,19,2871.01,1,0
56,12,1619.62,0.58,2,1,upi,card_declined,1,1142.92,1,1
53,21,353.4,0.73,3,79,card,expired_card,15,23895.61,0,0
50,40,2219.03,0.77,1,74,card,insufficient_funds,41,10302.36,0,0
47,19,2736.44,0.88,2,59,netbanking,bank_error,46,4052.27,0,0
54,3,1608.76,0.64,2,25,upi,card_declined,16,3589.3,0,0
40,18,570.1,0.72,0,32,card,expired_card,34,3678.1,1,0
27,53,872.87,0.98,2,31,card,expired_card,43,3924.35,0,1
22,51,2509.94,0.58,2,74,card,insufficient_funds,1,5874.56,0,1
53,19,552.94,0.55,1,3,card,bank_error,22,6755.54,1,1
51,47,1702.84,0.83,2,86,upi,insufficient_funds,2,10548.13,0,0
69,6,1058.34,0.86,2,66,card,insufficient_funds,13,3554.48,0,1
48,16,1226.76,0.65,1,87,netbanking,card_declined,35,13345.97,0,0
27,8,610.92,0.53,2,41,upi,bank_error,21,3324.09,1,0
36,48,1382.25,0.87,1,62,upi,card_declined,41,6771.77,0,0
49,18,1314.69,0.8,0,53,card,bank_error,8,1057.77,1,0
18,52,381.25,0.93,3,88,card,card_declined,29,2923.55,1,0
22,48,1093.23,0.91,2,33,upi,bank_error,46,6245.35,1,1
62,43,1685.35,0.52,1,13,card,card_declined,9,2007.82,0,1
21,39,837.4,0.9,1,39,upi,insufficient_funds,4,2475.13,3,0
33,49,197.67,0.51,2,29,upi,bank_error,3,9113.45,0,1
41,49,1011.94,0.92,0,25,card,insufficient_funds,43,1610.21,0,1
33,12,3061.09,0.86,3,19,card,network_error,4,5919.26,2,0
19,45,861.67,0.74,1,65,card,bank_error,27,13600.31,0,0
66,10,2981.12,0.79,1,16,upi,bank_error,37,11199.98,1,1
45,7,621.01,0.46,1,72,card,network_error,46,26532.34,2,0
49,46,486.54,0.42,1,71,netbanking,insufficient_funds,30,5041.02,1,0
44,55,1092.72,0.6,1,85,upi,card_declined,15,7542.3,1,1
37,1,616.58,0.89,1,75,card,network_error,16,6042.18,0,0
41,49,1381.47,0.68,1,60,netbanking,bank_error,28,6634.88,2,1
29,36,844.88,0.53,0,79,wallet,insufficient_funds,12,6714.65,0,1
67,21,3077.1,0.9,1,57,card,card_declined,25,1800.28,1,1
52,37,804.99,0.54,1,45,card,card_declined,28,5984.82,1,0
50,52,1167.73,0.89,1,52,upi,card_declined,46,20212.81,0,0
50,24,1664.76,0.67,4,6,wallet,insufficient_funds,4,8209.01,1,0
68,55,2141.84,0.68,2,60,netbanking,insufficient_funds,35,3145.43,3,1
60,25,3089.45,0.56,3,37,card,expired_card,39,9439.9,3,0
54,7,930.38,0.94,3,54,upi,card_declined,5,1158.94,0,0
29,42,829.22,0.45,2,4,upi,card_declined,29,7488.83,0,0
20,17,287.22,0.49,0,83,upi,bank_error,17,846.37,2,0
18,29,4578.83,0.78,0,47,upi,insufficient_funds,31,1913.26,2,0
50,30,1411.88,0.91,2,85,card,card_declined,12,2826.54,0,0
57,7,1856.16,0.46,0,37,upi,card_declined,36,2286.11,1,0
27,33,1618.1,0.84,1,82,upi,network_error,31,9067.15,2,0
60,7,1135.33,0.85,1,42,upi,network_error,11,3048.13,1,1
61,58,1401.43,0.75,1,48,upi,card_declined,46,1624.63,3,1
46,24,741.17,0.69,0,61,card,network_error,39,3306.71,0,1
30,11,887.61,0.59,1,62,upi,card_declined,30,3892.74,3,0
29,9,563.89,0.61,2,55,card,bank_error,32,5710.87,1,0
48,12,3261.92,0.8,1,37,card,card_declined,8,3113.76,0,1
63,35,1624.63,0.44,2,15,upi,bank_error,10,10515.24,0,0
19,4,4373.51,0.75,3,59,upi,insufficient_funds,11,6354.02,1,0
68,36,5472.38,0.57,2,63,upi,insufficient_funds,27,3848.77,1,0
67,28,410.38,0.68,4,66,wallet,network_error,6,10441.08,1,0
52,57,2185.63,0.74,1,42,card,card_declined,41,31759.47,0,0
40,13,423.87,0.93,2,31,card,card_declined,6,4937.4,1,0
34,23,1241.64,0.75,1,6,card,network_error,39,1067.9,1,1
43,19,1366.91,0.54,1,19,upi,insufficient_funds,30,4453.84,0,0
25,42,445.4,0.45,2,38,upi,insufficient_funds,18,16430.01,0,0
46,37,654.41,0.78,0,79,upi,card_declined,39,3583.67,0,0
43,39,1411.27,0.73,1,33,card,bank_error,39,5375.85,2,1
27,24,1240.67,0.8,4,53,card,card_declined,14,1579.93,0,0
43,16,537.61,0.68,1,30,upi,network_error,15,7272.91,0,1
51,33,672.75,0.9,5,75,card,insufficient_funds,36,2416.68,1,0
68,12,386.06,0.95,0,65,upi,card_declined,23,12037.12,0,1
58,34,472.46,0.42,2,14,card,card_declined,36,2830.88,1,0
24,7,845.57,0.85,3,10,upi,insufficient_funds,25,1301.63,3,0
21,11,2189.04,0.42,0,17,card,insufficient_funds,9,6370.82,0,0
67,31,2392.19,0.67,2,75,card,card_declined,37,3323.5,3,1
62,29,3957.65,0.68,2,15,card,insufficient_funds,24,1576.45,1,0
28,13,1475.84,0.82,0,76,card,insufficient_funds,19,9546.06,0,0
46,31,1251.12,0.61,3,3,netbanking,expired_card,36,3993.53,1,0
53,2,1550.92,0.89,1,22,card,network_error,34,11664.79,0,1
42,39,1540.54,0.61,1,56,wallet,card_declined,11,3220.18,0,0
38,15,353.7,0.61,3,59,netbanking,network_error,35,3768.83,0,0
53,57,4114.25,0.53,2,26,card,bank_error,28,7347.91,0,0
27,11,283.82,0.81,0,50,card,bank_error,41,7908.34,1,0
54,34,2450.71,0.45,2,87,card,network_error,31,2166.02,0,0
26,39,1140.78,0.62,1,80,card,insufficient_funds,36,4616.47,1,0
41,4,511.5,0.56,0,61,upi,insufficient_funds,33,43584.67,1,1
52,11,1590.75,0.54,1,55,card,insufficient_funds,15,19891.97,1,1
66,29,1009.59,0.44,1,64,upi,network_error,2,6999.65,1,1
52,2,680.09,0.51,0,3,upi,insufficient_funds,39,29834.19,2,0
65,16,416.95,0.67,0,30,upi,card_declined,27,6082.83,1,0
53,39,393.13,0.7,2,58,upi,bank_error,47,2659.23,0,0
35,13,715.06,0.56,0,13,netbanking,bank_error,16,14249.06,2,0
66,37,836.4,0.79,1,72,upi,bank_error,3,1483.75,0,0
56,17,469.95,0.6,2,24,wallet,insufficient_funds,27,2419.53,0,0
49,21,1126.57,0.62,0,69,upi,bank_error,32,5447.33,0,0
41,44,519.21,0.87,2,7,card,network_error,35,15378.9,1,1
40,19,1411.14,0.73,0,51,card,network_error,24,13367.22,0,1
49,7,2596.62,0.97,1,54,card,insufficient_funds,7,1693.03,1,0
54,38,1342.87,0.62,0,51,card,bank_error,40,2201.45,0,0
29,8,1026.92,0.9,0,27,card,insufficient_funds,19,1927.88,1,1
66,13,754.14,0.84,0,12,card,insufficient_funds,5,4879.53,0,0
30,37,3017.76,0.93,1,41,upi,insufficient_funds,39,5804.88,1,0
40,2,957.7,0.97,2,89,card,network_error,8,3764.71,0,0
42,41,6267.65,0.4,4,33,card,network_error,25,3111.61,1,0
52,11,479.08,0.45,2,79,card,bank_error,22,2762.34,0,0
58,24,1343.37,0.8,1,31,upi,card_declined,2,15894.74,5,1
47,6,2948.07,0.63,0,11,upi,card_declined,40,2598.76,1,0
34,26,676.48,0.89,0,36,netbanking,network_error,46,1526.97,1,1
66,7,929.56,0.41,0,6,upi,insufficient_funds,10,30736.48,1,1
37,57,1699.86,0.88,1,45,card,card_declined,18,4833.39,0,0
65,39,1438.74,0.48,3,60,card,insufficient_funds,25,6490.18,0,0
42,19,1622.61,0.57,2,72,card,network_error,16,2629.52,0,0
39,6,2470.51,0.98,1,37,card,expired_card,15,5600.01,1,0
30,43,860.29,0.43,1,30,upi,insufficient_funds,7,2326.01,1,0
36,29,2998.65,0.61,3,38,card,card_declined,12,2155.76,3,1
66,43,328.98,0.45,3,16,card,insufficient_funds,32,2747.56,0,0
53,39,2331.36,0.91,0,79,upi,network_error,3,2231.7,0,0
29,2,2448.04,0.82,1,38,card,network_error,1,12444.0,0,0
58,19,637.7,0.88,3,53,wallet,bank_error,43,4709.56,0,0
36,4,397.25,0.72,2,8,netbanking,bank_error,23,12370.95,1,1
29,58,932.14,0.61,3,9,upi,bank_error,35,7695.43,0,1
26,6,1454.86,0.4,0,21,card,insufficient_funds,1,45081.89,0,0
24,49,867.34,0.57,4,41,card,network_error,44,3304.38,1,0
45,57,1558.31,0.71,2,69,card,expired_card,44,2962.81,0,0
31,37,4257.43,0.8,1,19,card,network_error,20,7879.89,0,1
48,28,421.87,0.54,4,80,card,bank_error,16,7807.48,2,1
69,30,279.26,0.48,1,18,card,card_declined,37,3709.17,0,0
36,7,1044.71,0.52,1,76,upi,card_declined,45,7908.57,1,0
64,9,681.22,0.61,0,80,card,insufficient_funds,35,1889.47,1,0
33,25,783.51,0.49,1,5,upi,insufficient_funds,37,6899.2,1,1
22,33,2662.02,0.49,0,67,upi,network_error,1,2713.73,1,0
52,1,1007.84,0.43,1,71,wallet,card_declined,47,3746.17,0,0
29,51,1074.6,0.91,0,32,upi,network_error,34,2144.59,0,0
42,6,807.74,0.53,1,78,card,insufficient_funds,21,2883.72,2,0
69,18,1067.25,0.89,1,88,upi,bank_error,26,2436.47,1,1
38,10,1323.39,0.66,1,48,upi,bank_error,14,7405.54,0,0
53,28,7701.82,0.78,0,33,netbanking,network_error,18,19846.39,0,0
40,11,1333.76,0.45,2,69,upi,insufficient_funds,24,1430.43,1,0
33,33,2474.73,0.75,2,72,card,insufficient_funds,35,8840.14,0,1
56,1,1249.48,0.57,1,2,card,network_error,1,10409.99,0,0
62,13,265.22,0.46,2,54,upi,bank_error,47,4030.51,0,0
59,37,737.34,0.94,0,42,wallet,network_error,43,1896.47,1,0
56,20,1333.07,0.76,4,35,netbanking,bank_error,16,2314.71,1,0
31,1,1819.63,0.55,1,61,card,network_error,46,8168.18,0,0
48,52,1270.49,0.65,2,60,netbanking,network_error,39,2949.53,1,0
22,3,2088.59,0.61,2,49,upi,network_error,38,4267.14,0,0
52,18,394.65,0.82,2,23,upi,network_error,21,1287.18,0,0
40,41,1134.74,0.76,2,68,card,expired_card,24,7126.22,0,0
46,14,2778.24,0.41,1,35,upi,card_declined,26,11052.74,2,1
60,31,555.52,0.52,0,14,upi,bank_error,47,2307.41,2,0
28,27,2402.86,0.69,0,22,card,bank_error,46,3080.31,2,0
35,17,2317.48,0.67,1,30,upi,expired_card,39,1514.65,1,1
64,55,461.32,0.71,2,3,card,expired_card,18,3774.68,0,1
29,46,1389.24,0.83,0,75,upi,card_declined,41,5280.81,0,0
26,29,1225.58,0.81,1,10,card,bank_error,24,5621.9,4,1
27,36,969.27,0.62,1,67,card,bank_error,44,11923.49,1,1
61,37,376.6,0.93,0,41,card,expired_card,28,12580.55,0,0
34,26,912.2,0.44,1,48,upi,insufficient_funds,20,7288.45,0,0
55,53,982.98,0.75,0,50,netbanking,expired_card,39,1394.86,1,1
24,17,334.02,0.97,1,69,upi,card_declined,17,7214.33,2,0
63,22,439.83,0.73,6,58,card,network_error,21,1665.69,1,0
30,25,573.12,0.67,1,15,card,bank_error,18,4516.36,1,0
57,2,526.47,0.48,2,48,upi,card_declined,2,6192.12,0,0
59,55,1378.0,0.89,0,6,upi,card_declined,37,3575.29,0,1
26,22,2075.71,0.62,4,4,card,insufficient_funds,36,16835.77,0,1
67,5,882.38,0.82,0,23,upi,insufficient_funds,17,3912.29,1,1
44,4,1875.07,0.52,2,45,card,insufficient_funds,43,5504.16,0,1
19,36,2136.11,0.43,0,65,upi,card_declined,6,14755.43,0,0
22,6,1033.07,0.58,0,56,card,bank_error,35,2541.59,0,0
46,52,1459.18,0.57,1,63,upi,bank_error,40,3950.92,0,0
54,21,937.91,0.92,3,15,netbanking,insufficient_funds,34,12175.11,0,1
55,13,499.71,0.92,2,4,card,network_error,22,7360.36,1,1
36,54,650.19,0.72,1,77,upi,bank_error,37,5137.56,0,0
25,37,1377.88,0.41,1,32,card,card_declined,32,1414.59,0,0
65,55,1007.34,0.54,0,9,wallet,bank_error,10,3974.72,0,0
62,25,1837.24,0.78,0,89,card,bank_error,6,1871.09,0,0
18,26,292.69,0.46,0,57,upi,card_declined,13,9532.5,0,1
39,55,346.33,0.82,1,67,card,bank_error,6,5078.81,0,0
69,39,376.25,0.41,0,39,card,network_error,36,1209.41,3,0
34,20,1232.32,0.81,2,40,upi,card_declined,33,1141.5,1,1
24,33,417.94,0.91,1,16,upi,expired_card,2,2788.97,1,1
42,14,1372.09,0.68,2,81,upi,expired_card,16,1653.46,0,0
62,56,1857.72,0.9,5,10,card,network_error,40,3096.66,0,0
21,36,3169.64,0.87,4,53,upi,bank_error,25,7463.79,0,0
53,17,2934.04,0.8,2,65,card,bank_error,20,2332.93,1,0
23,21,673.98,0.67,1,50,upi,bank_error,27,8800.93,3,0
48,46,340.79,0.56,2,29,upi,insufficient_funds,46,3216.88,2,1
36,16,704.61,0.92,2,18,card,bank_error,15,6333.4,1,0
61,46,2172.83,0.79,0,52,netbanking,expired_card,40,1369.27,1,0
56,16,834.82,0.88,2,32,netbanking,bank_error,10,10518.51,1,0
44,56,1078.12,0.73,2,33,card,expired_card,38,14010.21,2,0
27,20,742.47,0.5,3,86,card,bank_error,27,3757.79,2,0
43,29,3317.09,0.99,1,11,upi,insufficient_funds,17,3099.69,0,1
36,28,539.09,0.51,1,29,upi,bank_error,22,5103.67,1,1
56,8,1149.1,0.95,0,20,card,insufficient_funds,39,4016.36,0,1
20,24,2382.17,0.52,1,22,upi,bank_error,14,3317.57,0,1
62,3,3980.19,0.62,3,72,netbanking,bank_error,43,32144.82,0,0
30,25,674.28,0.66,2,86,card,insufficient_funds,28,10916.36,1,0
67,19,2148.58,0.95,1,15,netbanking,bank_error,8,6664.86,0,1
45,33,704.45,0.93,2,35,netbanking,bank_error,8,6038.89,0,1
37,2,2875.59,0.89,1,80,upi,bank_error,29,1310.27,1,1
45,15,3679.85,0.63,1,34,card,insufficient_funds,41,3633.47,0,0
25,22,588.33,0.4,1,20,card,expired_card,1,3244.13,0,0
58,10,1732.68,0.81,1,77,upi,card_declined,45,11777.67,0,0
56,18,2390.6,0.65,2,56,upi,insufficient_funds,9,2197.53,0,0
18,22,892.49,0.85,3,51,upi,expired_card,8,7038.68,0,0
20,46,1609.05,0.88,4,77,netbanking,card_declined,4,2576.29,1,0
30,49,1669.05,0.66,2,85,wallet,bank_error,21,6138.67,1,1
45,27,4477.21,0.85,1,50,upi,expired_card,5,2972.42,2,0
66,13,275.97,0.9,2,30,wallet,insufficient_funds,41,5828.72,2,1
42,33,1054.54,0.96,0,25,upi,insufficient_funds,41,5541.69,0,1
50,5,457.06,0.75,2,74,card,insufficient_funds,41,7041.86,3,0
55,26,1107.28,0.87,3,71,card,card_declined,38,11508.52,1,0
23,13,633.97,0.7,1,4,card,network_error,23,8534.69,1,1
61,27,917.41,0.42,2,63,upi,bank_error,23,10152.26,0,0
62,57,594.72,0.49,2,22,card,network_error,2,16039.58,1,1
49,14,1222.63,0.48,3,57,card,expired_card,3,4402.31,0,0
62,24,2325.58,0.5,0,54,netbanking,card_declined,11,4824.45,0,0
64,3,844.79,0.41,2,4,wallet,card_declined,28,1989.92,1,1
38,47,2985.24,0.92,1,65,card,card_declined,3,3154.79,0,0
33,51,2277.35,0.74,2,48,card,expired_card,9,959.1,1,0
38,49,4554.4,0.63,1,23,upi,card_declined,32,10716.92,2,0
28,30,1462.57,0.65,1,23,card,card_declined,45,3636.88,1,0
54,35,1050.32,0.68,2,6,upi,insufficient_funds,46,15466.06,0,0
53,48,361.53,0.44,0,69,upi,insufficient_funds,10,5808.11,0,0
52,14,634.49,0.56,2,64,card,bank_error,12,2549.9,2,1
36,12,948.11,0.91,1,87,upi,card_declined,44,1396.71,0,0
37,28,1030.03,0.85,1,71,card,bank_error,20,890.77,2,1
35,44,5676.59,0.74,0,5,wallet,insufficient_funds,41,1749.83,2,1
64,29,948.72,0.69,0,33,upi,insufficient_funds,12,7229.5,4,1
58,43,318.03,0.56,1,26,wallet,network_error,9,8185.96,2,0
66,17,1746.2,0.68,2,59,card,card_declined,25,5484.68,0,0
31,40,1676.64,0.76,1,85,card,bank_error,11,5891.84,1,1
32,49,795.32,0.83,1,34,card,bank_error,9,1713.8,0,0
48,21,4862.8,0.5,2,26,netbanking,expired_card,45,2179.72,0,0
18,57,290.72,0.89,1,74,upi,bank_error,45,2636.09,2,1
20,23,2629.69,0.61,0,66,netbanking,bank_error,13,6703.93,2,0
33,20,894.47,0.7,1,20,card,expired_card,13,1829.17,2,0
40,11,563.8,0.76,1,14,card,card_declined,7,7925.18,1,1
28,57,5885.69,0.69,2,71,card,insufficient_funds,12,1842.92,0,0
29,57,1836.63,0.74,2,74,upi,expired_card,41,11762.09,0,0
27,34,889.89,0.47,0,8,netbanking,card_declined,23,2223.82,0,1
49,10,877.31,0.66,1,58,upi,insufficient_funds,27,2308.89,0,0
33,10,1329.81,0.57,3,1,card,insufficient_funds,28,8645.65,0,0
25,43,793.64,0.45,2,31,upi,network_error,31,4957.53,0,0
55,6,2723.64,0.51,2,8,card,insufficient_funds,34,5182.15,1,0
